id,text,loc,sentiment,aspects,conf,time
4261,The highway is very good. . The metro is very good.,Kestopur,Positive,"Roads,Transit",96.6%,06:55 PM
4262,The badbu is extremely bad.,Salt Lake,Negative,Hygiene,96.2%,06:55 PM
4263,The gorto is very good. . The yatayat is very good.,Salt Lake,Positive,"Roads,Transit",98.7%,06:55 PM
4264,The lane is very good. . The light is very good.,Lake Town,Positive,"Roads,Safety",97.4%,06:55 PM
4265,The unnoto is very good. . The rickshaw is very good. . The nordoma is very good.,Tollygunge,Positive,"Roads,Transit,Hygiene",98.7%,06:55 PM
4266,The paribahan is very good. . The swachh is very good.,Jadavpur,Positive,"Transit,Hygiene",96.7%,06:55 PM
4267,The police is extremely bad.,Sector V,Negative,Safety,94.5%,06:55 PM
4268,The shuttle is very good.,Garia,Positive,Transit,98.5%,06:55 PM
4269,The nongra is extremely bad.,Kestopur,Negative,Hygiene,99.4%,06:55 PM
4270,The congestion is extremely bad. . The naali is extremely bad.,Newtown,Negative,"Transit,Hygiene",98.9%,06:55 PM
4271,The kachra is extremely bad. . The lighting is extremely bad.,Behala,Negative,"Hygiene,Safety",96.2%,06:55 PM
4272,The kaada is very good.,Salt Lake,Positive,Roads,94.7%,06:55 PM
4273,The kaada is extremely bad.,Dum Dum,Negative,Roads,96.4%,06:55 PM
4274,The khana khondko is very good.,Lake Town,Positive,Roads,95.2%,06:55 PM
4275,The commute is extremely bad. . The drain is extremely bad. . The andhera is extremely bad.,Sector V,Negative,"Transit,Hygiene,Safety",94.0%,06:55 PM
4276,The highway is extremely bad.,Lake Town,Negative,Roads,94.7%,06:55 PM
4277,The traffic is extremely bad. . The dustbin is extremely bad.,Behala,Negative,"Transit,Hygiene",98.4%,06:55 PM
4278,The police is extremely bad.,Garia,Negative,Safety,97.3%,06:55 PM
4279,The bus is very good. . The dustbin is very good.,Salt Lake,Positive,"Transit,Hygiene",95.0%,06:55 PM
4280,The smell is very good.,Sector V,Positive,Hygiene,98.4%,06:55 PM
4281,The gully is extremely bad.,Sector V,Negative,Roads,96.4%,06:55 PM
4282,The sanitation is extremely bad. . The safety is extremely bad.,Newtown,Negative,"Hygiene,Safety",99.0%,06:55 PM
4283,The auto is extremely bad.,Sector V,Negative,Transit,98.8%,06:55 PM
4284,The rickshaw is very good.,Garia,Positive,Transit,95.3%,06:55 PM
4285,The waste is very good. . The safe is very good.,Lake Town,Positive,"Hygiene,Safety",94.5%,06:55 PM
4286,The rickshaw is extremely bad. . The dustbin is extremely bad.,Sector V,Negative,"Transit,Hygiene",98.3%,06:55 PM
4287,The drain is extremely bad.,Garia,Negative,Hygiene,94.8%,06:55 PM
4288,The bus is very good.,Lake Town,Positive,Transit,96.8%,06:55 PM
4289,The safety is very good. . The metro is very good.,Garia,Positive,"Safety,Transit",94.9%,06:55 PM
4290,The kudedan is extremely bad. . The yatayat is extremely bad.,Kestopur,Negative,"Hygiene,Transit",97.2%,06:55 PM
4291,The dar is very good.,Newtown,Positive,Safety,98.7%,06:55 PM
4292,The light is very good.,Dum Dum,Positive,Safety,98.9%,06:55 PM
4293,The ganda is extremely bad. . The dark is extremely bad.,Lake Town,Negative,"Hygiene,Safety",98.6%,06:55 PM
4294,The metro is very good. . The safe is very good. . The dustbin is very good.,Dum Dum,Positive,"Transit,Safety,Hygiene",98.4%,06:55 PM
4295,The surface is very good. . The dustbin is very good. . The light is very good.,Kestopur,Positive,"Roads,Hygiene,Safety",94.5%,06:55 PM
4296,The badbu is extremely bad.,Salt Lake,Negative,Hygiene,99.1%,06:55 PM
4297,The transport is extremely bad.,Salt Lake,Negative,Transit,99.4%,06:55 PM
4298,The trash is extremely bad.,Kestopur,Negative,Hygiene,95.1%,06:55 PM
4299,The waste is extremely bad.,Dum Dum,Negative,Hygiene,98.7%,06:55 PM
4300,The janbahon is extremely bad.,Dum Dum,Negative,Transit,97.6%,06:55 PM
4301,The gandagi is extremely bad. . The sawari is extremely bad.,Sector V,Negative,"Hygiene,Transit",94.9%,06:55 PM
4302,The safe is extremely bad. . The khana khondko is extremely bad. . The moila is extremely bad.,Kestopur,Negative,"Safety,Roads,Hygiene",95.5%,06:55 PM
4303,The sadak is extremely bad.,Salt Lake,Negative,Roads,98.5%,06:55 PM
4304,The churi is very good.,Salt Lake,Positive,Safety,95.3%,06:55 PM
4305,The porishkar is very good. . The protection is very good.,Tollygunge,Positive,"Hygiene,Safety",99.7%,06:55 PM
4306,The marg is extremely bad. . The toto is extremely bad.,Newtown,Negative,"Roads,Transit",94.6%,06:55 PM
4307,The light is very good. . The ganda is very good. . The traffic is very good.,Behala,Positive,"Safety,Hygiene,Transit",97.5%,06:55 PM
4308,The trash is very good. . The dar is very good.,Newtown,Positive,"Hygiene,Safety",95.1%,06:55 PM
4309,The lane is extremely bad.,Sector V,Negative,Roads,95.3%,06:55 PM
4310,The nordoma is very good.,Behala,Positive,Hygiene,95.7%,06:55 PM
4311,The gorto is very good. . The dustbin is very good. . The phari is very good.,Newtown,Positive,"Roads,Hygiene,Safety",98.4%,06:55 PM
4312,The safai is very good.,Lake Town,Positive,Hygiene,94.2%,06:55 PM
4313,The bhoy is extremely bad. . The swachh is extremely bad. . The unnoto is extremely bad.,Sector V,Negative,"Safety,Hygiene,Roads",96.2%,06:55 PM
4314,The dustbin is very good.,Jadavpur,Positive,Hygiene,97.7%,06:55 PM
4315,The safe is extremely bad.,Salt Lake,Negative,Safety,97.8%,06:55 PM
4316,The rickshaw is very good.,Sector V,Positive,Transit,94.0%,06:55 PM
4317,The safety is extremely bad.,Lake Town,Negative,Safety,98.5%,06:55 PM
4318,The path is very good. . The naala is very good.,Tollygunge,Positive,"Roads,Hygiene",97.5%,06:55 PM
4319,The secure is very good. . The frequency is very good.,Garia,Positive,"Safety,Transit",94.2%,06:55 PM
4320,The dark is very good.,Dum Dum,Positive,Safety,99.0%,06:55 PM
4321,The rickshaw is extremely bad.,Sector V,Negative,Transit,96.6%,06:55 PM
4322,The metro is extremely bad.,Garia,Negative,Transit,95.3%,06:55 PM
4323,The police is very good.,Garia,Positive,Safety,94.6%,06:55 PM
4324,The marg is very good.,Dum Dum,Positive,Roads,96.1%,06:55 PM
4325,The raston is extremely bad. . The cleanliness is extremely bad.,Lake Town,Negative,"Roads,Hygiene",95.0%,06:55 PM
4326,The khof is very good.,Jadavpur,Positive,Safety,98.8%,06:55 PM
4327,The auto is very good.,Sector V,Positive,Transit,95.9%,06:55 PM
4328,The road is extremely bad. . The police is extremely bad.,Lake Town,Negative,"Roads,Safety",98.4%,06:55 PM
4329,The nordoma is extremely bad. . The protection is extremely bad. . The transport is extremely bad.,Behala,Negative,"Hygiene,Safety,Transit",94.5%,06:55 PM
4330,The waste is very good.,Sector V,Positive,Hygiene,97.2%,06:55 PM
4331,The trash is extremely bad. . The street is extremely bad. . The commute is extremely bad.,Tollygunge,Negative,"Hygiene,Roads,Transit",98.1%,06:55 PM
4332,The auto is very good.,Salt Lake,Positive,Transit,98.3%,06:55 PM
4333,The flyover is extremely bad. . The bus is extremely bad.,Newtown,Negative,"Roads,Transit",94.3%,06:55 PM
4334,The police is very good.,Behala,Positive,Safety,95.3%,06:55 PM
4335,The bridge is very good. . The rickshaw is very good.,Kestopur,Positive,"Roads,Transit",97.4%,06:55 PM
4336,The kachra is very good.,Lake Town,Positive,Hygiene,94.8%,06:55 PM
4337,The goli is extremely bad.,Salt Lake,Negative,Roads,97.1%,06:55 PM
4338,The unnoto is extremely bad. . The police is extremely bad.,Jadavpur,Negative,"Roads,Safety",98.7%,06:55 PM
4339,The metro is extremely bad. . The suraksha is extremely bad.,Behala,Negative,"Transit,Safety",99.8%,06:55 PM
4340,The surface is extremely bad. . The congestion is extremely bad.,Salt Lake,Negative,"Roads,Transit",97.4%,06:55 PM
4341,The kachra is very good. . The churi is very good.,Salt Lake,Positive,"Hygiene,Safety",95.4%,06:55 PM
4342,The sadak is very good. . The gaadi is very good.,Sector V,Positive,"Roads,Transit",98.6%,06:55 PM
4343,The frequency is extremely bad.,Sector V,Negative,Transit,96.1%,06:55 PM
4344,The traffic is very good. . The smell is very good.,Jadavpur,Positive,"Transit,Hygiene",95.2%,06:55 PM
4345,The commute is very good.,Jadavpur,Positive,Transit,94.4%,06:55 PM
4346,The path is extremely bad. . The moila is extremely bad.,Salt Lake,Negative,"Roads,Hygiene",96.1%,06:55 PM
4347,The bus is extremely bad.,Dum Dum,Negative,Transit,99.1%,06:55 PM
4348,The traffic is extremely bad. . The gorto is extremely bad.,Garia,Negative,"Transit,Roads",94.5%,06:55 PM
4349,The khana khondko is extremely bad.,Kestopur,Negative,Roads,96.8%,06:55 PM
4350,The dustbin is very good. . The unnoto is very good. . The paribahan is very good.,Salt Lake,Positive,"Hygiene,Roads,Transit",95.1%,06:55 PM
4351,The garbage is extremely bad. . The pothole is extremely bad.,Sector V,Negative,"Hygiene,Roads",97.9%,06:55 PM
4352,The flyover is extremely bad.,Sector V,Negative,Roads,99.8%,06:55 PM
4353,The traffic is very good.,Tollygunge,Positive,Transit,97.0%,06:55 PM
4354,The ganda is very good. . The kaada is very good.,Sector V,Positive,"Hygiene,Roads",99.6%,06:55 PM
4355,The naala is very good.,Behala,Positive,Hygiene,96.8%,06:55 PM
4356,The theft is extremely bad.,Salt Lake,Negative,Safety,97.0%,06:55 PM
4357,The lane is very good. . The crime is very good. . The rickshaw is very good.,Kestopur,Positive,"Roads,Safety,Transit",95.9%,06:55 PM
4358,The flyover is extremely bad.,Salt Lake,Negative,Roads,94.8%,06:55 PM
4359,The theft is extremely bad. . The sadak is extremely bad.,Garia,Negative,"Safety,Roads",94.1%,06:55 PM
4360,The manush is extremely bad.,Salt Lake,Negative,Roads,99.7%,06:55 PM
4361,The metro is extremely bad. . The dustbin is extremely bad. . The phari is extremely bad.,Dum Dum,Negative,"Transit,Hygiene,Safety",98.2%,06:55 PM
4362,The kachra is extremely bad.,Newtown,Negative,Hygiene,98.9%,06:55 PM
4363,The badhu is extremely bad. . The auto is extremely bad.,Salt Lake,Negative,"Hygiene,Transit",98.8%,06:55 PM
4364,The commute is extremely bad.,Tollygunge,Negative,Transit,94.7%,06:55 PM
4365,The bridge is very good. . The dustbin is very good.,Dum Dum,Positive,"Roads,Hygiene",97.5%,06:55 PM
4366,The bus is extremely bad.,Salt Lake,Negative,Transit,97.8%,06:55 PM
4367,The auto is very good.,Lake Town,Positive,Transit,99.4%,06:55 PM
4368,The divider is extremely bad. . The bus is extremely bad.,Kestopur,Negative,"Roads,Transit",98.0%,06:55 PM
4369,The bhoy is very good.,Salt Lake,Positive,Safety,99.1%,06:55 PM
4370,The nirapotta is very good.,Garia,Positive,Safety,98.0%,06:55 PM
4371,The traffic is extremely bad.,Tollygunge,Negative,Transit,94.6%,06:55 PM
4372,The safety is very good.,Tollygunge,Positive,Safety,94.2%,06:55 PM
4373,The path is very good.,Sector V,Positive,Roads,95.1%,06:55 PM
4374,The commute is very good. . The manush is very good.,Newtown,Positive,"Transit,Roads",98.6%,06:55 PM
4375,The dark is very good.,Tollygunge,Positive,Safety,97.3%,06:55 PM
4376,The bus is extremely bad. . The safe is extremely bad.,Newtown,Negative,"Transit,Safety",94.3%,06:55 PM
4377,The badhu is extremely bad. . The kaada is extremely bad. . The dark is extremely bad.,Lake Town,Negative,"Hygiene,Roads,Safety",99.2%,06:55 PM
4378,The crime is extremely bad.,Dum Dum,Negative,Safety,97.4%,06:55 PM
4379,The gaddha is extremely bad.,Sector V,Negative,Roads,94.6%,06:55 PM
4380,The rasta is very good.,Salt Lake,Positive,Roads,96.9%,06:55 PM
4381,The safai is extremely bad. . The janbahon is extremely bad.,Newtown,Negative,"Hygiene,Transit",95.1%,06:55 PM
4382,The patrol is very good.,Sector V,Positive,Safety,99.0%,06:55 PM
4383,The kaada is extremely bad.,Sector V,Negative,Roads,94.5%,06:55 PM
4384,The highway is very good.,Lake Town,Positive,Roads,94.5%,06:55 PM
4385,The unnoto is extremely bad. . The kudedan is extremely bad. . The traffic is extremely bad.,Dum Dum,Negative,"Roads,Hygiene,Transit",96.3%,06:55 PM
4386,The raston is extremely bad.,Behala,Negative,Roads,97.5%,06:55 PM
4387,The auto is extremely bad. . The badbu is extremely bad. . The light is extremely bad.,Kestopur,Negative,"Transit,Hygiene,Safety",94.2%,06:55 PM
4388,The phari is extremely bad. . The garbage is extremely bad.,Garia,Negative,"Safety,Hygiene",97.7%,06:55 PM
4389,The janbahon is extremely bad.,Garia,Negative,Transit,99.9%,06:55 PM
4390,The kaada is very good.,Garia,Positive,Roads,98.2%,06:55 PM
4391,The pul is very good.,Salt Lake,Positive,Roads,97.5%,06:55 PM
4392,The ondhokar is extremely bad.,Lake Town,Negative,Safety,98.4%,06:55 PM
4393,The ondhokar is extremely bad.,Garia,Negative,Safety,99.3%,06:55 PM
4394,The toto is extremely bad. . The safe is extremely bad.,Lake Town,Negative,"Transit,Safety",96.5%,06:55 PM
4395,The paribahan is very good. . The dustbin is very good.,Jadavpur,Positive,"Transit,Hygiene",94.2%,06:55 PM
4396,The light is extremely bad. . The raasta is extremely bad.,Jadavpur,Negative,"Safety,Roads",96.2%,06:55 PM
4397,The auto is very good. . The kudedan is very good.,Sector V,Positive,"Transit,Hygiene",94.3%,06:55 PM
4398,The metro is very good.,Lake Town,Positive,Transit,97.4%,06:55 PM
4399,The litter is extremely bad.,Lake Town,Negative,Hygiene,99.7%,06:55 PM
4400,The police is very good.,Salt Lake,Positive,Safety,99.1%,06:55 PM
4401,The sadak is extremely bad.,Jadavpur,Negative,Roads,97.8%,06:55 PM
4402,The protection is very good.,Garia,Positive,Safety,97.9%,06:55 PM
4403,The lane is extremely bad.,Lake Town,Negative,Roads,98.8%,06:55 PM
4404,The smell is extremely bad.,Dum Dum,Negative,Hygiene,99.3%,06:55 PM
4405,The safety is extremely bad.,Sector V,Negative,Safety,96.7%,06:55 PM
4406,The kudedan is extremely bad. . The kaada is extremely bad.,Salt Lake,Negative,"Hygiene,Roads",96.4%,06:55 PM
4407,The lighting is extremely bad.,Sector V,Negative,Safety,97.0%,06:55 PM
4408,The lane is very good. . The safety is very good. . The bhir is very good.,Sector V,Positive,"Roads,Safety,Transit",94.5%,06:55 PM
4409,The swachh is very good.,Tollygunge,Positive,Hygiene,97.0%,06:55 PM
4410,The naala is very good.,Newtown,Positive,Hygiene,97.5%,06:55 PM
4411,The path is very good.,Behala,Positive,Roads,97.2%,06:55 PM
4412,The nordoma is very good. . The bhir is very good.,Kestopur,Positive,"Hygiene,Transit",94.7%,06:55 PM
4413,The auto is very good.,Behala,Positive,Transit,96.7%,06:55 PM
4414,The secure is extremely bad.,Dum Dum,Negative,Safety,99.6%,06:55 PM
4415,The auto is extremely bad.,Sector V,Negative,Transit,97.7%,06:55 PM
4416,The commute is very good.,Jadavpur,Positive,Transit,95.8%,06:55 PM
4417,The sarak is extremely bad. . The dar is extremely bad.,Sector V,Negative,"Roads,Safety",94.5%,06:55 PM
4418,The porishkar is extremely bad.,Behala,Negative,Hygiene,98.6%,06:55 PM
4419,The police is very good.,Lake Town,Positive,Safety,99.4%,06:55 PM
4420,The kaada is very good.,Newtown,Positive,Roads,96.9%,06:55 PM
4421,The trash is very good. . The bus is very good.,Lake Town,Positive,"Hygiene,Transit",97.8%,06:55 PM
4422,The flyover is extremely bad.,Salt Lake,Negative,Roads,98.2%,06:55 PM
4423,The kachra is very good.,Dum Dum,Positive,Hygiene,96.8%,06:55 PM
4424,The aborjna is extremely bad. . The yatayat is extremely bad.,Garia,Negative,"Hygiene,Transit",95.2%,06:55 PM
4425,The kaada is very good. . The metro is very good.,Behala,Positive,"Roads,Transit",95.0%,06:55 PM
4426,The janbahon is very good.,Salt Lake,Positive,Transit,98.8%,06:55 PM
4427,The waste is very good.,Jadavpur,Positive,Hygiene,96.0%,06:55 PM
4428,The dakat is extremely bad.,Lake Town,Negative,Safety,98.1%,06:55 PM
4429,The janbahon is extremely bad.,Jadavpur,Negative,Transit,94.2%,06:55 PM
4430,The dustbin is extremely bad.,Salt Lake,Negative,Hygiene,96.5%,06:55 PM
4431,The safai is very good.,Behala,Positive,Hygiene,99.0%,06:55 PM
4432,The sawari is extremely bad.,Salt Lake,Negative,Transit,94.5%,06:55 PM
4433,The dustbin is extremely bad.,Dum Dum,Negative,Hygiene,97.8%,06:55 PM
4434,The naali is very good.,Garia,Positive,Hygiene,98.2%,06:55 PM
4435,The safety is extremely bad. . The kachra is extremely bad. . The metro is extremely bad.,Kestopur,Negative,"Safety,Hygiene,Transit",98.8%,06:55 PM
4436,The gaddha is extremely bad. . The suraksha is extremely bad.,Lake Town,Negative,"Roads,Safety",99.1%,06:55 PM
4437,The secure is extremely bad. . The naali is extremely bad.,Kestopur,Negative,"Safety,Hygiene",98.2%,06:55 PM
4438,The waste is extremely bad. . The bridge is extremely bad.,Behala,Negative,"Hygiene,Roads",95.1%,06:55 PM
4439,The traffic is very good.,Garia,Positive,Transit,99.9%,06:55 PM
4440,The dakat is extremely bad.,Garia,Negative,Safety,95.3%,06:55 PM
4441,The kachra is extremely bad.,Salt Lake,Negative,Hygiene,96.5%,06:55 PM
4442,The khof is very good.,Jadavpur,Positive,Safety,97.0%,06:55 PM
4443,The stench is very good.,Tollygunge,Positive,Hygiene,96.4%,06:55 PM
4444,The smell is very good.,Garia,Positive,Hygiene,98.9%,06:55 PM
4445,The flyover is extremely bad.,Behala,Negative,Roads,94.3%,06:55 PM
4446,The metro is very good.,Behala,Positive,Transit,99.0%,06:55 PM
4447,The cleanliness is extremely bad.,Tollygunge,Negative,Hygiene,97.9%,06:55 PM
4448,The path is extremely bad.,Tollygunge,Negative,Roads,99.1%,06:55 PM
4449,The goli is extremely bad.,Sector V,Negative,Roads,97.4%,06:55 PM
4450,The alo is very good.,Lake Town,Positive,Safety,97.0%,06:55 PM
4451,The rasta is extremely bad.,Garia,Negative,Roads,96.3%,06:55 PM
4452,The rickshaw is extremely bad. . The gaddha is extremely bad.,Kestopur,Negative,"Transit,Roads",98.5%,06:55 PM
4453,The metro is extremely bad. . The raksha is extremely bad. . The swachh is extremely bad.,Garia,Negative,"Transit,Safety,Hygiene",99.6%,06:55 PM
4454,The phari is very good.,Newtown,Positive,Safety,94.6%,06:55 PM
4455,The suraksha is extremely bad.,Salt Lake,Negative,Safety,97.2%,06:55 PM
4456,The safe is very good.,Lake Town,Positive,Safety,94.1%,06:55 PM
4457,The naali is very good. . The traffic is very good.,Salt Lake,Positive,"Hygiene,Transit",98.6%,06:55 PM
4458,The gaddha is extremely bad.,Salt Lake,Negative,Roads,98.6%,06:55 PM
4459,The kachra is very good.,Salt Lake,Positive,Hygiene,97.7%,06:55 PM
4460,The gaddha is very good.,Dum Dum,Positive,Roads,99.5%,06:55 PM
4461,The kudedan is extremely bad.,Sector V,Negative,Hygiene,98.0%,06:55 PM
4462,The safai is very good. . The metro is very good. . The chori is very good.,Newtown,Positive,"Hygiene,Transit,Safety",99.4%,06:55 PM
