id,text,loc,sentiment,aspects,conf,time,cleaned_text
4272,The kaada is very good.,Salt Lake,Positive,Roads,94.7%,06:55 PM,the kaada is very good.
4273,The kaada is extremely bad.,Dum Dum,Negative,Roads,96.4%,06:55 PM,the kaada is extremely bad.
4274,The khana khondko is very good.,Lake Town,Positive,Roads,95.2%,06:55 PM,the khana khondko is very good.
4275,The commute is extremely bad. . The drain is extremely bad. . The andhera is extremely bad.,Sector V,Negative,"Transit,Hygiene,Safety",94.0%,06:55 PM,the commute is extremely bad. . the drain is extremely bad. . the andhera is extremely bad.
4276,The highway is extremely bad.,Lake Town,Negative,Roads,94.7%,06:55 PM,the highway is extremely bad.
4277,The traffic is extremely bad. . The dustbin is extremely bad.,Behala,Negative,"Transit,Hygiene",98.4%,06:55 PM,the traffic is extremely bad. . the dustbin is extremely bad.
4278,The police is extremely bad.,Garia,Negative,Safety,97.3%,06:55 PM,the police is extremely bad.
4279,The bus is very good. . The dustbin is very good.,Salt Lake,Positive,"Transit,Hygiene",95.0%,06:55 PM,the bus is very good. . the dustbin is very good.
4280,The smell is very good.,Sector V,Positive,Hygiene,98.4%,06:55 PM,the smell is very good.
4281,The gully is extremely bad.,Sector V,Negative,Roads,96.4%,06:55 PM,the gully is extremely bad.
4282,The sanitation is extremely bad. . The safety is extremely bad.,Newtown,Negative,"Hygiene,Safety",99.0%,06:55 PM,the sanitation is extremely bad. . the safety is extremely bad.
4283,The auto is extremely bad.,Sector V,Negative,Transit,98.8%,06:55 PM,the auto is extremely bad.
4284,The rickshaw is very good.,Garia,Positive,Transit,95.3%,06:55 PM,the rickshaw is very good.
4285,The waste is very good. . The safe is very good.,Lake Town,Positive,"Hygiene,Safety",94.5%,06:55 PM,the waste is very good. . the safe is very good.
4286,The rickshaw is extremely bad. . The dustbin is extremely bad.,Sector V,Negative,"Transit,Hygiene",98.3%,06:55 PM,the rickshaw is extremely bad. . the dustbin is extremely bad.
4287,The drain is extremely bad.,Garia,Negative,Hygiene,94.8%,06:55 PM,the drain is extremely bad.
4288,The bus is very good.,Lake Town,Positive,Transit,96.8%,06:55 PM,the bus is very good.
4289,The safety is very good. . The metro is very good.,Garia,Positive,"Safety,Transit",94.9%,06:55 PM,the safety is very good. . the metro is very good.
4290,The kudedan is extremely bad. . The yatayat is extremely bad.,Kestopur,Negative,"Hygiene,Transit",97.2%,06:55 PM,the kudedan is extremely bad. . the yatayat is extremely bad.
4291,The dar is very good.,Newtown,Positive,Safety,98.7%,06:55 PM,the dar is very good.
4292,The light is very good.,Dum Dum,Positive,Safety,98.9%,06:55 PM,the light is very good.
4293,The ganda is extremely bad. . The dark is extremely bad.,Lake Town,Negative,"Hygiene,Safety",98.6%,06:55 PM,the ganda is extremely bad. . the dark is extremely bad.
4294,The metro is very good. . The safe is very good. . The dustbin is very good.,Dum Dum,Positive,"Transit,Safety,Hygiene",98.4%,06:55 PM,the metro is very good. . the safe is very good. . the dustbin is very good.
4295,The surface is very good. . The dustbin is very good. . The light is very good.,Kestopur,Positive,"Roads,Hygiene,Safety",94.5%,06:55 PM,the surface is very good. . the dustbin is very good. . the light is very good.
4296,The badbu is extremely bad.,Salt Lake,Negative,Hygiene,99.1%,06:55 PM,the badbu is extremely bad.
4297,The transport is extremely bad.,Salt Lake,Negative,Transit,99.4%,06:55 PM,the transport is extremely bad.
4298,The trash is extremely bad.,Kestopur,Negative,Hygiene,95.1%,06:55 PM,the trash is extremely bad.
4299,The waste is extremely bad.,Dum Dum,Negative,Hygiene,98.7%,06:55 PM,the waste is extremely bad.
4300,The janbahon is extremely bad.,Dum Dum,Negative,Transit,97.6%,06:55 PM,the janbahon is extremely bad.
4301,The gandagi is extremely bad. . The sawari is extremely bad.,Sector V,Negative,"Hygiene,Transit",94.9%,06:55 PM,the gandagi is extremely bad. . the sawari is extremely bad.
4302,The safe is extremely bad. . The khana khondko is extremely bad. . The moila is extremely bad.,Kestopur,Negative,"Safety,Roads,Hygiene",95.5%,06:55 PM,the safe is extremely bad. . the khana khondko is extremely bad. . the moila is extremely bad.
4303,The sadak is extremely bad.,Salt Lake,Negative,Roads,98.5%,06:55 PM,the sadak is extremely bad.
4304,The churi is very good.,Salt Lake,Positive,Safety,95.3%,06:55 PM,the churi is very good.
4305,The porishkar is very good. . The protection is very good.,Tollygunge,Positive,"Hygiene,Safety",99.7%,06:55 PM,the porishkar is very good. . the protection is very good.
4306,The marg is extremely bad. . The toto is extremely bad.,Newtown,Negative,"Roads,Transit",94.6%,06:55 PM,the marg is extremely bad. . the toto is extremely bad.
4307,The light is very good. . The ganda is very good. . The traffic is very good.,Behala,Positive,"Safety,Hygiene,Transit",97.5%,06:55 PM,the light is very good. . the ganda is very good. . the traffic is very good.
4308,The trash is very good. . The dar is very good.,Newtown,Positive,"Hygiene,Safety",95.1%,06:55 PM,the trash is very good. . the dar is very good.
4309,The lane is extremely bad.,Sector V,Negative,Roads,95.3%,06:55 PM,the lane is extremely bad.
4310,The nordoma is very good.,Behala,Positive,Hygiene,95.7%,06:55 PM,the nordoma is very good.
4311,The gorto is very good. . The dustbin is very good. . The phari is very good.,Newtown,Positive,"Roads,Hygiene,Safety",98.4%,06:55 PM,the gorto is very good. . the dustbin is very good. . the phari is very good.
4312,The safai is very good.,Lake Town,Positive,Hygiene,94.2%,06:55 PM,the safai is very good.
4313,The bhoy is extremely bad. . The swachh is extremely bad. . The unnoto is extremely bad.,Sector V,Negative,"Safety,Hygiene,Roads",96.2%,06:55 PM,the bhoy is extremely bad. . the swachh is extremely bad. . the unnoto is extremely bad.
4314,The dustbin is very good.,Jadavpur,Positive,Hygiene,97.7%,06:55 PM,the dustbin is very good.
4315,The safe is extremely bad.,Salt Lake,Negative,Safety,97.8%,06:55 PM,the safe is extremely bad.
4316,The rickshaw is very good.,Sector V,Positive,Transit,94.0%,06:55 PM,the rickshaw is very good.
4317,The safety is extremely bad.,Lake Town,Negative,Safety,98.5%,06:55 PM,the safety is extremely bad.
4318,The path is very good. . The naala is very good.,Tollygunge,Positive,"Roads,Hygiene",97.5%,06:55 PM,the path is very good. . the naala is very good.
4319,The secure is very good. . The frequency is very good.,Garia,Positive,"Safety,Transit",94.2%,06:55 PM,the secure is very good. . the frequency is very good.
4320,The dark is very good.,Dum Dum,Positive,Safety,99.0%,06:55 PM,the dark is very good.
4321,The rickshaw is extremely bad.,Sector V,Negative,Transit,96.6%,06:55 PM,the rickshaw is extremely bad.
4322,The metro is extremely bad.,Garia,Negative,Transit,95.3%,06:55 PM,the metro is extremely bad.
4323,The police is very good.,Garia,Positive,Safety,94.6%,06:55 PM,the police is very good.
4324,The marg is very good.,Dum Dum,Positive,Roads,96.1%,06:55 PM,the marg is very good.
4325,The raston is extremely bad. . The cleanliness is extremely bad.,Lake Town,Negative,"Roads,Hygiene",95.0%,06:55 PM,the raston is extremely bad. . the cleanliness is extremely bad.
4326,The khof is very good.,Jadavpur,Positive,Safety,98.8%,06:55 PM,the khof is very good.
4327,The auto is very good.,Sector V,Positive,Transit,95.9%,06:55 PM,the auto is very good.
4328,The road is extremely bad. . The police is extremely bad.,Lake Town,Negative,"Roads,Safety",98.4%,06:55 PM,the road is extremely bad. . the police is extremely bad.
4329,The nordoma is extremely bad. . The protection is extremely bad. . The transport is extremely bad.,Behala,Negative,"Hygiene,Safety,Transit",94.5%,06:55 PM,the nordoma is extremely bad. . the protection is extremely bad. . the transport is extremely bad.
4330,The waste is very good.,Sector V,Positive,Hygiene,97.2%,06:55 PM,the waste is very good.
4331,The trash is extremely bad. . The street is extremely bad. . The commute is extremely bad.,Tollygunge,Negative,"Hygiene,Roads,Transit",98.1%,06:55 PM,the trash is extremely bad. . the street is extremely bad. . the commute is extremely bad.
4332,The auto is very good.,Salt Lake,Positive,Transit,98.3%,06:55 PM,the auto is very good.
4333,The flyover is extremely bad. . The bus is extremely bad.,Newtown,Negative,"Roads,Transit",94.3%,06:55 PM,the flyover is extremely bad. . the bus is extremely bad.
4334,The police is very good.,Behala,Positive,Safety,95.3%,06:55 PM,the police is very good.
4335,The bridge is very good. . The rickshaw is very good.,Kestopur,Positive,"Roads,Transit",97.4%,06:55 PM,the bridge is very good. . the rickshaw is very good.
4336,The kachra is very good.,Lake Town,Positive,Hygiene,94.8%,06:55 PM,the kachra is very good.
4337,The goli is extremely bad.,Salt Lake,Negative,Roads,97.1%,06:55 PM,the goli is extremely bad.
4338,The unnoto is extremely bad. . The police is extremely bad.,Jadavpur,Negative,"Roads,Safety",98.7%,06:55 PM,the unnoto is extremely bad. . the police is extremely bad.
4339,The metro is extremely bad. . The suraksha is extremely bad.,Behala,Negative,"Transit,Safety",99.8%,06:55 PM,the metro is extremely bad. . the suraksha is extremely bad.
4340,The surface is extremely bad. . The congestion is extremely bad.,Salt Lake,Negative,"Roads,Transit",97.4%,06:55 PM,the surface is extremely bad. . the congestion is extremely bad.
4341,The kachra is very good. . The churi is very good.,Salt Lake,Positive,"Hygiene,Safety",95.4%,06:55 PM,the kachra is very good. . the churi is very good.
4342,The sadak is very good. . The gaadi is very good.,Sector V,Positive,"Roads,Transit",98.6%,06:55 PM,the sadak is very good. . the gaadi is very good.
4343,The frequency is extremely bad.,Sector V,Negative,Transit,96.1%,06:55 PM,the frequency is extremely bad.
4344,The traffic is very good. . The smell is very good.,Jadavpur,Positive,"Transit,Hygiene",95.2%,06:55 PM,the traffic is very good. . the smell is very good.
4345,The commute is very good.,Jadavpur,Positive,Transit,94.4%,06:55 PM,the commute is very good.
4346,The path is extremely bad. . The moila is extremely bad.,Salt Lake,Negative,"Roads,Hygiene",96.1%,06:55 PM,the path is extremely bad. . the moila is extremely bad.
4347,The bus is extremely bad.,Dum Dum,Negative,Transit,99.1%,06:55 PM,the bus is extremely bad.
4348,The traffic is extremely bad. . The gorto is extremely bad.,Garia,Negative,"Transit,Roads",94.5%,06:55 PM,the traffic is extremely bad. . the gorto is extremely bad.
4349,The khana khondko is extremely bad.,Kestopur,Negative,Roads,96.8%,06:55 PM,the khana khondko is extremely bad.
4350,The dustbin is very good. . The unnoto is very good. . The paribahan is very good.,Salt Lake,Positive,"Hygiene,Roads,Transit",95.1%,06:55 PM,the dustbin is very good. . the unnoto is very good. . the paribahan is very good.
4351,The garbage is extremely bad. . The pothole is extremely bad.,Sector V,Negative,"Hygiene,Roads",97.9%,06:55 PM,the garbage is extremely bad. . the pothole is extremely bad.
4352,The flyover is extremely bad.,Sector V,Negative,Roads,99.8%,06:55 PM,the flyover is extremely bad.
4353,The traffic is very good.,Tollygunge,Positive,Transit,97.0%,06:55 PM,the traffic is very good.
4354,The ganda is very good. . The kaada is very good.,Sector V,Positive,"Hygiene,Roads",99.6%,06:55 PM,the ganda is very good. . the kaada is very good.
4355,The naala is very good.,Behala,Positive,Hygiene,96.8%,06:55 PM,the naala is very good.
4356,The theft is extremely bad.,Salt Lake,Negative,Safety,97.0%,06:55 PM,the theft is extremely bad.
4357,The lane is very good. . The crime is very good. . The rickshaw is very good.,Kestopur,Positive,"Roads,Safety,Transit",95.9%,06:55 PM,the lane is very good. . the crime is very good. . the rickshaw is very good.
4358,The flyover is extremely bad.,Salt Lake,Negative,Roads,94.8%,06:55 PM,the flyover is extremely bad.
4359,The theft is extremely bad. . The sadak is extremely bad.,Garia,Negative,"Safety,Roads",94.1%,06:55 PM,the theft is extremely bad. . the sadak is extremely bad.
4360,The manush is extremely bad.,Salt Lake,Negative,Roads,99.7%,06:55 PM,the manush is extremely bad.
4361,The metro is extremely bad. . The dustbin is extremely bad. . The phari is extremely bad.,Dum Dum,Negative,"Transit,Hygiene,Safety",98.2%,06:55 PM,the metro is extremely bad. . the dustbin is extremely bad. . the phari is extremely bad.
4362,The kachra is extremely bad.,Newtown,Negative,Hygiene,98.9%,06:55 PM,the kachra is extremely bad.
4363,The badhu is extremely bad. . The auto is extremely bad.,Salt Lake,Negative,"Hygiene,Transit",98.8%,06:55 PM,the badhu is extremely bad. . the auto is extremely bad.
4364,The commute is extremely bad.,Tollygunge,Negative,Transit,94.7%,06:55 PM,the commute is extremely bad.
4365,The bridge is very good. . The dustbin is very good.,Dum Dum,Positive,"Roads,Hygiene",97.5%,06:55 PM,the bridge is very good. . the dustbin is very good.
4366,The bus is extremely bad.,Salt Lake,Negative,Transit,97.8%,06:55 PM,the bus is extremely bad.
4367,The auto is very good.,Lake Town,Positive,Transit,99.4%,06:55 PM,the auto is very good.
4368,The divider is extremely bad. . The bus is extremely bad.,Kestopur,Negative,"Roads,Transit",98.0%,06:55 PM,the divider is extremely bad. . the bus is extremely bad.
4369,The bhoy is very good.,Salt Lake,Positive,Safety,99.1%,06:55 PM,the bhoy is very good.
4370,The nirapotta is very good.,Garia,Positive,Safety,98.0%,06:55 PM,the nirapotta is very good.
4371,The traffic is extremely bad.,Tollygunge,Negative,Transit,94.6%,06:55 PM,the traffic is extremely bad.
4372,The safety is very good.,Tollygunge,Positive,Safety,94.2%,06:55 PM,the safety is very good.
4373,The path is very good.,Sector V,Positive,Roads,95.1%,06:55 PM,the path is very good.
4374,The commute is very good. . The manush is very good.,Newtown,Positive,"Transit,Roads",98.6%,06:55 PM,the commute is very good. . the manush is very good.
4375,The dark is very good.,Tollygunge,Positive,Safety,97.3%,06:55 PM,the dark is very good.
4376,The bus is extremely bad. . The safe is extremely bad.,Newtown,Negative,"Transit,Safety",94.3%,06:55 PM,the bus is extremely bad. . the safe is extremely bad.
4377,The badhu is extremely bad. . The kaada is extremely bad. . The dark is extremely bad.,Lake Town,Negative,"Hygiene,Roads,Safety",99.2%,06:55 PM,the badhu is extremely bad. . the kaada is extremely bad. . the dark is extremely bad.
4378,The crime is extremely bad.,Dum Dum,Negative,Safety,97.4%,06:55 PM,the crime is extremely bad.
4379,The gaddha is extremely bad.,Sector V,Negative,Roads,94.6%,06:55 PM,the gaddha is extremely bad.
4380,The rasta is very good.,Salt Lake,Positive,Roads,96.9%,06:55 PM,the rasta is very good.
4381,The safai is extremely bad. . The janbahon is extremely bad.,Newtown,Negative,"Hygiene,Transit",95.1%,06:55 PM,the safai is extremely bad. . the janbahon is extremely bad.
4382,The patrol is very good.,Sector V,Positive,Safety,99.0%,06:55 PM,the patrol is very good.
4383,The kaada is extremely bad.,Sector V,Negative,Roads,94.5%,06:55 PM,the kaada is extremely bad.
4384,The highway is very good.,Lake Town,Positive,Roads,94.5%,06:55 PM,the highway is very good.
4385,The unnoto is extremely bad. . The kudedan is extremely bad. . The traffic is extremely bad.,Dum Dum,Negative,"Roads,Hygiene,Transit",96.3%,06:55 PM,the unnoto is extremely bad. . the kudedan is extremely bad. . the traffic is extremely bad.
